97,175
123,182
145,186
185,193
231,197
270,202
309,205
345,212
384,217
441,226
490,231
536,238
601,249
656,256
719,262
776,271
827,273
866,278
911,284
948,289
943,302
936,337
929,392
923,444
919,488
918,516
913,522
884,523
830,523
821,535
815,526
778,528
733,529
698,532
657,530
610,530
553,528
531,536
503,543
459,549
401,557
354,564
301,565
241,568
168,570
110,570
107,512
107,471
104,423
104,386
104,355
99,342
99,331
102,320
99,309
97,301
93,281
93,255
92,232
94,205
93,185
95,175
