951,414
975,418
997,413
1027,417
1066,418
1123,427
1175,433
1177,441
1177,474
1175,517
1171,554
1175,570
1127,577
1077,581
1009,583
974,587
968,578
934,563
933,552
940,499
943,460
952,417
