663,329
654,359
646,385
638,407
638,425
632,456
630,477
624,488
624,510
624,544
621,572
617,598
608,628
601,651
624,665
647,668
670,668
693,671
718,681
750,686
762,687
772,655
786,624
800,585
808,560
803,542
816,527
821,511
830,486
839,449
848,415
856,384
842,380
820,374
801,369
779,364
781,347
744,340
709,334
684,331
